Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
214	14eed1927bb30cc0	f26f699a328df918	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	pro	Appeal to Emotion	-	0	Wieso sollte irgendjemand dafür sein, dass die Ermordung von Menschen in anderen Ländern unterstützt wird? Nein, so etwas Barbarisches sollten gebildete Menschen niemals unterstützen!
215	36844d5801da6529	ce49314dcc711a8e	Doping im Sport sollte legalisiert werden.	contra	Red Herring	Red Herring	8	Und deswegen soll man die Dopingkontrollen abschaffen? Wollen Sie dann auch alle Steuerprüfungen abschaffen, weil es momentan kein perfektes System gibt, mit denen man alle Steuersünder erwischt?
216	c5f209b983a2378e	15fbb43237eb7e1d	Homosexuelle Paare sollten Kinder adoptieren dürfen.	pro	Appeal to Emotion	-	1	Den armen Kindern ohne Eltern muss geholfen werden!
217	9e32a22b94ffbfc0	5b9c7951c55523c9	Man lebt besser, wenn man vegan lebt.	pro	Hasty Generalization	Hasty Generalization	11	Wie man an Patel (1896 geboren in Tilhapatai (Indien)) sieht, leben Veganer deutlich länger.
218	2c1c8e406e3f8513	db11b888ef3b4a1a	Die Erbschaftssteuer sollte erhöht werden.	pro	Irrelevant Authority	-	2	Der Philosoph Richard David Precht ist auch dieser Meinung. Reichtum muss erarbeitet werden und nicht geerbt.
219	e81af0ea4aa4484c	db11b888ef3b4a1a	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	Hasty Generalization	Hasty Generalization	5	Ich kenne ein paar Fälle, denen wurden die Bezüge gekürzt, nur weil sie einen Antrag falsch ausgefüllt haben.
220	f7aff152172ec469	9d130e8c9dad679c	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Irrelevant Authority	-	2	DJ Tiesto hält von klassischer Musik wenig,und der ist ausgebildeter Musiker, dessen Karriere nicht durch staatliche Hilfe gefördert wurde.
221	e8d9a7f24979313c	a265184afe74fcc7	Der Verfassungsschutz sollte abgeschafft werden.	pro	Ad Hominem	-	0	Kostet nur Steuergelder und ist unfähig.
222	8dfab1ca8dddebd4	5b9c7951c55523c9	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Irrelevant Authority	Irrelevant Authority	15	Herr Hubert sagt, mehr Videoüberwachung verhindert keine Straftaten und bringt somit nichts
223	3d74b9057796082c	5b9c7951c55523c9	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	pro	Ad Hominem	Ad Hominem	6	Mit solchen Aussagen gehören Sie zur Rechten ecke unseres  Landes... Pfui!
224	3ede8c4d31c0867b	e4565c693e82267b	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	contra	Red Herring	-	1	Andere Länder verweigern die Aufnahme von Flüchtlingen.
225	358a078e4fdd71c2	b2ac01e802d71d22	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	pro	Red Herring	-	0	Gott sei Dank gibt es staatliche Kulturförderung. Wir sehen in diesen Tagen, wie unsere westliche Kultur immer mehr verfällt. Alles wird der Marktlogik unterworfen. Dem muss man etwas entgegensetzen.
226	3583d9eef4b7474f	db11b888ef3b4a1a	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	contra	Ad Hominem	-	1	So internetsüchtig wie deine Kinder sollen meine nicht werden!
227	6abda65b1142e9b4	0cb017afe4cadbf5	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Appeal to Emotion	-	0	Es schafft mehr Sicherheit für öffentliche Räume
228	79c5badd8c72bb53	ce49314dcc711a8e	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	contra	Red Herring	Appeal to Emotion	10	Ja, das Internet birgt viele Gefahren. Ein falscher Klick, und schon hat man eine Rechnung an der Backe.
229	ae31f20d35562e64	6224cdebabe8bac4	Gentechnik ist etwas Gutes.	contra	Ad Hominem	Ad Hominem	8	Keineruer will so behindert sein wie ein genzombie. Auser dir vielleicht. Du bist schon so verändert, dass dir das nicht mehr auffällt
230	aa30ea76067b411a	f26f699a328df918	Der Konsum von Cannabis sollte legalisiert werden.	contra	No Fallacy	-	1	Cannabis sollte verboten bleiben, weil es sich um eine gesundheitsschädliche Droge handelt, die Abhängigkeit verursachen kann.
231	38eeb46abd06db80	ce66d855a615a8d3	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Ad Hominem	Ad Hominem	3	Das ist ja klar, dass ein Snob wie Sie seinen Genuss von der Allgemeinheit bezahlen lässt.
232	aa258affb5946e52	7d1d361060d43e06	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Ad Hominem	-	1	Überwachung ist schön und gut bis deine Geheimnisse ans Licht kommen.
233	429f97e57639f005	7d1d361060d43e06	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	Appeal to Emotion	-	0	Was ist mit den Menschen mit körperlicher Behinderung, die für sie völlig unpassende Angebote bekommen? Niemand denkt an diese Menschen.
234	5c0e0c7d99f3348b	ab9fc93fa0ee149b	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	pro	No Fallacy	-	1	Klassische Musik gehört zu unserer Kultur und sollte daher gefördert werden.
235	981bf9bdc95e5d4b	6ad8b91223c460de	Die Türkei sollte in die EU aufgenommen werden.	pro	No Fallacy	No Fallacy	4	Für die Menschen in der Türkei ist eine Beitrittsperspektive wichtig, auch, um Erdogan in die Schranken zu weisen.
236	067d60771498793b	8fc150d0b930ebde	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Ad Hominem	Appeal to Emotion	5	Das wäre absolut undenkbar! Stellen Sie sich mal vor, sie wären dauerhaft unter Beobachtung. Das wäre doch einfach nicht angenehm.
237	d209d40b87cecffa	9d130e8c9dad679c	Homosexuelle Paare sollten Kinder adoptieren dürfen.	contra	Irrelevant Authority	-	0	Die Positionen der AfD-Spitzenpolitiker hierzu sind nicht von der Hand zu weisen.
238	8ed705327a17631a	c68cd02c83074a83	Die Wehrpflicht sollte wieder eingeführt werden.	contra	Irrelevant Authority	-	1	Ein ehemaliger Angehöriger des Militärs ist der Meinung, dass in der jetzigen Armee Keinem mehr die Tugenden, wie z.B. Disziplin und Gehorsam beigebracht werden und die Wiedereinführung der Wehrpflicht daher keinen Sinn macht.
239	c4da9c3d0ba7c6a1	74c74d7c7247a7dc	Homosexuelle Paare sollten Kinder adoptieren dürfen.	pro	Ad Hominem	-	1	Stell dir vor, du würdest dem Verbot unterliegen und müsstest dein Leben ohne eigene Kinder leben.
240	85534260b8cc9ed7	9d130e8c9dad679c	Man sollte militärisch gegen den IS vorgehen.	contra	Hasty Generalization	No Fallacy	9	Da offenbart sich doch wieder das eigentliche Problem: In Deutschland lassen sich alle in Angst und Schrecken versetzen, während die grundsätzlich friedlichen Muslime zum Feindbild erkoren werden. Solange bei uns niemand in der Lage zu einer differenzierten Betrachtung ist, solange haben wir ein massives Problem
241	075e3878db1799da	da1aead81f9ce0d4	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Ad Hominem	-	0	Dann müssten auch andere Musikrichtungen gefördert werden.
242	4cf8a25878d74714	e80d85eb38e837c7	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	pro	Appeal to Emotion	-	2	Würden sie nicht ein Mitspracherecht wollen wenn es um ihre direkte Umgebung geht?
243	2927da6a4802ee51	f26f699a328df918	Der Konsum von Cannabis sollte legalisiert werden.	pro	Irrelevant Authority	-	1	Sogar Personen wie Bill Gates, Barak Obama oder George Clooney sollen Cannabis geraucht haben. Und aus denen ist auch etwas geworden.
244	9a6acfc026ce8f0c	ab9fc93fa0ee149b	Gentechnik ist etwas Gutes.	pro	Red Herring	-	0	Wir brauchen mehr Blumen.
245	97e1ee3c318722e5	9e13f6cdfc2488e6	Die Türkei sollte in die EU aufgenommen werden.	contra	Ad Hominem	-	2	Das sagst Du doch nur, damit Du bei Deinem Sommerurlaub da billiger telefonieren kannst...!
246	bba9fd0f38ddbbe4	f26f699a328df918	Die Türkei sollte in die EU aufgenommen werden.	contra	Ad Hominem	-	0	Es gibt nicht mehr die geringste Chance, dass ein Land mit einem quasi-Diktator an der Spitze in die EU aufgenommen wird. Wer sich so etwas immer noch wünscht, soll doch einfach in die Türkei auswandern und bei deinen im totalitären System leben.
247	8e483bbcf73ae59c	2878661e8c1a9089	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	Appeal to Emotion	-	0	Wir alle kennen doch diese Momente, an einem Herbst- oder Winterabend vor dem Kamin mit einem guten Buch, das kriegen Sie mit Filmen so nicht hin, diese meditativen Momente.
248	561a069e93f426fc	3b9c59f062229968	Die Türkei sollte in die EU aufgenommen werden.	pro	Ad Hominem	-	0	Seien Sie doch nicht so ausländerfeindlich!
249	63b3bc45755e994b	3fbe317602bd932c	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	pro	Appeal to Emotion	-	2	Das wäre das Paradies, wir könnten uns jederzeit jeden Wunsch erfüllen und nie mehr müssten wir uns ärgern, weil das Geschäft schon zu hat.
250	2027a2b78f3f7cfd	9e13f6cdfc2488e6	Es ist besser, Bücher zu lesen statt Filme zu schauen.	contra	No Fallacy	-	0	Das Lesen dauert aber viel länger als der Film.
251	aed60f4644f0b323	3d18c43a1ce4e73b	Es wird zu wenig gegen den Klimawandel unternommen.	contra	Irrelevant Authority	-	1	Mein Yogalehrer hat von seinem Onkel gehört, dass es gar keinen Klimawandel gibt
252	f710905dede3ba8c	ce66d855a615a8d3	Die Erbschaftssteuer sollte erhöht werden.	contra	Red Herring	-	2	Der Staat will einfach überall zulangen. Neulich hat wieder irgendein Politiker von einer neuen Börsensteuer geredet. Es reicht einfach!
253	80e0ffd2f4990c05	e930a7d18e13e1c2	Homosexuelle Paare sollten Kinder adoptieren dürfen.	contra	Appeal to Emotion	-	1	Solche Kinder werden später in der Schule ausgelacht und sogar gemobbt. Das will man ihnen doch nicht antun.
254	edfe527629ff4d5e	f26f699a328df918	Kriminelle Ausländer sollten sofort abgeschoben werden.	contra	Ad Hominem	-	0	Ausländer abschieben? War ja klar, gleich als ich Ihr Gesicht gesehen habe, wusste ich, dass Sie ein Rassist sind.
255	d515cc4e148c70cc	f26f699a328df918	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	pro	Ad Hominem	-	0	Das sie hier überhaupt Grund zur Diskussion sehen, zeigt ja schon, dass Sie ein Rassist sind.
256	beac90aeb06cf588	0aab6d9e7156c93a	Die Türkei sollte in die EU aufgenommen werden.	contra	Irrelevant Authority	-	0	Nein, mein Nachbar hat gesagt, dass die Türkei zu korrupt ist.
257	417dfb739cb171af	bc2dff45956e41bb	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	No Fallacy	-	0	Weil ich halt sage das es bei pro und contra pro sein soll
258	0230b836b95b1d99	5b9c7951c55523c9	Die Türkei sollte in die EU aufgenommen werden.	pro	Appeal to Emotion	Appeal to Emotion	19	Sie sollten auch an die Vorteile der Türkischen Bevölkerung die jedem einzelnen Menschen dort ein besseres Leben ermögichen würde
259	e5ee14266d2b3d7b	ab9fc93fa0ee149b	Der Verfassungsschutz sollte abgeschafft werden.	pro	Irrelevant Authority	-	1	Schon Adenauer hat gesagt, dass sei zuviel Kontrolle.
260	7daab5c585f03b1e	ce66d855a615a8d3	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	Hasty Generalization	-	2	Nun, man muss sich fragen, ob Bänker, Werbefuzzis und dergleichen wirklich mehr für die Gesellschaft leisten als jemand, der wegen seines Grundeinkommens vielleicht seinen sinnvollen Job nur noch in Teilzeit machen will.
261	04dc019346705d23	572274d0c1d0db7e	Der Euro sollte abgeschafft werden.	contra	Red Herring	-	1	Der Euro hat zweifelsohne seine Probleme, ähnlich verhält es sich mit den Grenzen zu Europa, eine striktere Einreise- und insbesondere Importpolitik sollten zeitnah in Angriff genommen werden.
262	32f860f756aa4c60	41bd19b68a4eca9b	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	contra	Irrelevant Authority	-	2	Laut Google  verstehen die meisten Ausländer unsere Kultur nicht und sind daher gar nicht in der Lage vernünftig zu wählen.
263	d06068784c338459	99612762c618e24e	Der Verfassungsschutz sollte abgeschafft werden.	pro	Red Herring	Red Herring	16	Die freiheitlich demokratische Grundordnung wird von ganz anderen Dingen bedroht im Moment.
264	de0fd437710abec9	e412b55d2ce36286	In der Schule sollte es keine Noten geben.	contra	No Fallacy	No Fallacy	5	Mit Hilfe von Noten kann der Schüler seine eigenen Stärken und Schwächen besser beurteilen.
265	026d691b1b0d5f00	f26f699a328df918	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	No Fallacy	-	0	Deutschland hat keine Verpflichtung, Ausländer aufzunehmen. Wenn sie Verbrechen begehen, ist es absolut legitim, sie zum Wohle der Allgemeinheit nicht in Deutschland leben zu lassen.
266	a14b2055de9dc9e1	41bd19b68a4eca9b	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	No Fallacy	-	1	Wenn öffentliche Verkehrsmittel kostenlos sind werden mehr Leute auf ihre Autos verzichten und dadurch wird sich unsere Schadstoffemission verringern und wir tragen unseren Teil zum Klimaschutz bei.
267	e64e6855458c469f	ab9fc93fa0ee149b	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	Ad Hominem	Ad Hominem	8	Du hast doch keine Ahnung von Technik. Deine Kinder sollten das früher lernen!
268	4f9c056456d32c6f	f279461004a6c01d	Die Erbschaftssteuer sollte erhöht werden.	pro	Appeal to Emotion	-	0	Wenn schon jemand, der nie etwas anderes zustande gebracht hat als Sohn oder Tochter reicher Eltern zu sein, für das reine Existieren die Millionen hinterhergeworfen bekommt, sollte wenigstens die Gemeinschaft einen nennenswerten Teil davon abbekommen.
269	a4f8e9836d03af46	bc2dff45956e41bb	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	Ad Hominem	-	0	Stimmt man sieht ja bei dir was dabei rauskommt
270	4b871c846f63fe56	e930a7d18e13e1c2	Der Konsum von Cannabis sollte legalisiert werden.	pro	Ad Hominem	-	1	Solche Ideen gedeihen prächtig in Kifferhirnen wie dem deinen.
271	e7a33bfad0fdb0e1	6224cdebabe8bac4	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Ad Hominem	-	0	HarzeHarzer sind alle faul und stinken und wollen unsere Gesellschaft zerstören
272	2ed518de6cfef83c	3b3b8195fec2079b	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	contra	Hasty Generalization	Hasty Generalization	6	Diese Forderung, dass Unis keine Militärforschung betreiben sollen, kommt ja in der Regel vor allem von linken Studenten, so wie alle unrealistischen Forderungen. Letztendlich kann man doch bei Forschung vorher gar nicht sagen, ob sie militärisch nutzbar ist oder nicht.
273	b54ecd3924d89e82	5b9c7951c55523c9	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	contra	Irrelevant Authority	Irrelevant Authority	6	Horst Schlemmer sagt, wir sollten die Forschung der Unis für militärische Zwecke erhöhen, da wir nur so unsere Militärische oberhand behalten können
274	e3eda50eefec4ddd	6ad8b91223c460de	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	contra	Ad Hominem	-	2	Sie sind wahrscheinlich so ein fauler linker Student!
275	f43eb2d348106d13	b2ac01e802d71d22	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	contra	Appeal to Emotion	-	1	Im Gegenteil! Wenn das Grundeinkommen eingeführt wird, dann wird die Steuerlast noch höher und viele Unternehmen gehen pleite. Und dann werden wir Stück für Stück zum Armenhaus Europas.
276	385bd61bb552aa9a	cb87d88acd78a021	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Appeal to Emotion	-	2	Stell dir vor, dass wir überall überwacht werden und man nicht einmal mehr in Ruhe in einem Cafe sitzen kann ohne beobachtet zu werden. Willst du das? Ich möchte meine Privatsphäre haben
277	1730972fe40a04fb	cab933a629bddb46	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	Irrelevant Authority	-	1	Mein Doktorvater ist Atheist und er ist völlig im Recht, wenn er Religion für gefährlich hält
278	74e21d1e4b1121d0	37c64705dc0fb291	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	pro	Red Herring	-	0	Dies wurde dafür sorgen, dass weniger Plastikverpackungen verkauft werden. Damit sinkt die Chance, dass dein Kind an einer Plastikverpackung erstickt.
279	b6e50858bb80dd0d	3fbe317602bd932c	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	contra	No Fallacy	-	1	Eine Steuer löst das Problem der Achtlosigkeit nicht, da wäre eher mehr Aufklärung angesagt.
280	779e6701d94c7347	cb845a981a1dc58d	Der Euro sollte abgeschafft werden.	contra	No Fallacy	-	0	Der Euro ist wichtig, da er den Handel innerhalb von Europa vereinfacht und damit für wirtschaftlichen Aufschwung sorgt.
281	70cbe1a8cbd4b337	9d130e8c9dad679c	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	pro	Irrelevant Authority	-	1	Frau Ke Petry komponiert seit ihrem ersten Lebensmonat und sieht es genau anders herum!
282	ad792184f02aef1d	e80d85eb38e837c7	Homosexuelle Paare sollten Kinder adoptieren dürfen.	pro	Ad Hominem	-	0	Wenn zwei Menschen die sich so sehr ein Kind wünschen das sie den Zeit- und Geldintensiven Prozess der Adoption angehen und sogar amtlich auf Qualifikation als Eltern geprüft werden (etwas das ja für die meisten Familien nicht der Fall ist) sollte das nicht an ihrem Geschlecht scheitern. Wer argumentiert das Kinder sowohl weibliche als auch männliche Bezugspersonen braucht ignoriert das diese Rolle nicht nur von Eltern gefüllt werden kann und ignoriert die Kinder von Alleinerziehenden Eltern die ja auch irgendwie durchs Leben kommen.
283	15a7406bafeadb2d	c4f427c2c2feccab	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Appeal to Emotion	-	1	Da lassen sich Snobs ihr Hobby mit Staatsknete finanzieren.
284	81a91689e00b6483	0dd986807006e662	In der Schule sollte es keine Noten geben.	pro	Red Herring	-	2	Nun, das drückt der Lehrer in Worten aus anstatt in Zahlen. Heutzutage leben wir in einer zahlenfixierten Welt. Nur was als Zahl ausgedrückt ist, ist wahr. Das muss aufhören, frühere Gelehrte waren da schon weiter als wir!
285	7a28f6703bf229ad	1b0eb19a0f89fc39	Man lebt besser, wenn man vegan lebt.	contra	Hasty Generalization	Hasty Generalization	9	Nein, meine Freundin ist Veganerin und hat jetzt Eisenmangel, vegan leben ist also gesundheitsschädlich.
286	d9a48f9b10d7cffe	9d130e8c9dad679c	Kriminelle Ausländer sollten sofort abgeschoben werden.	contra	Ad Hominem	Ad Hominem	7	Auch hier pauschalisieren Sie wieder vollkommen unzulässig, ohne dafür qualifiziert zu sein. Woher nehmen Sie denn die Behauptung der vollkommenen Verschleierung?
287	9fbace22074ccb3a	8fc150d0b930ebde	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	Irrelevant Authority	-	1	Ich merke immer wieder, wie Menschen, die vermehrt Filme gucken, immer blöder werden.
288	c34c006da56c3a2e	db11b888ef3b4a1a	Man lebt besser, wenn man vegan lebt.	contra	Red Herring	Red Herring	13	Sie haben den Klimawandel vergessen! Ich finde es immer spannend, für wie viele Übel das Essen von Fleisch angeblich alles verantwortlich ist.
289	29cab8ededaa655e	87a2d5550c1ac4de	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Ad Hominem	-	0	Der faule Arbeitslose sollte froh sein, dass er ein Jobangebot bekommt!
290	8c82e0bebfdbee22	6c65df5daadd4379	Man sollte militärisch gegen den IS vorgehen.	pro	Red Herring	-	1	Der IS gefärdet Deutschland. Man sollte die Innere Sicherheit erhöhen
291	0bdce74dfb2fb98d	f26f699a328df918	Man sollte schon ab 16 Jahren wählen dürfen.	contra	Appeal to Emotion	-	0	Auf keinen Fall! Diese Jugend von heute hat doch keine Ahnung, was in der Welt passiert!
292	9e94c18c13523d50	6903a9fc3aca049e	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	No Fallacy	-	0	Es sollten alle Formen von Musik gefördert werden.
293	5eeb3b5da5782f1e	9d130e8c9dad679c	Es wird zu wenig gegen den Klimawandel unternommen.	pro	Irrelevant Authority	-	0	George Clooney, bekanntlich ausgewiesener Experte auf dem Gebiet umweltschonender Getränkekultur, setzt sich für unsere Umwelt ein. Wenn selbst Mr.Kaffeekapsel das verstanden hat, dann müssen wir wirklich langsam mal was tun.
294	008ed4c33ba5f446	f26f699a328df918	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Appeal to Emotion	Appeal to Emotion	3	Videoüberwachung ist wichtig, um die Bürger vor den vielen Gefahren, wie zum Beispiel kriminelle Ausländer zu beschützen.
295	af6a726d1d65e7fb	9d130e8c9dad679c	Deutsche Städte sollten sich für die Ausrichtung von Olympischen Spielen bewerben.	pro	No Fallacy	No Fallacy	9	Deutsche Städte verfügen über die entsprechende Infrastruktur und die politischen Möglichkeiten, ein solches Turnier auszurichten.
296	ab05d1f81b60fe60	5b9c7951c55523c9	Gentechnik ist etwas Gutes.	contra	Appeal to Emotion	Appeal to Emotion	20	Denken Sie doch nur an die vielen unerforschten Gefahren die mit der Gentechnik mither gehen. Das Risiko ist viel zu hoch
297	e4ba413ea8c90003	db11b888ef3b4a1a	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	contra	Irrelevant Authority	-	0	Mein Vater, ein Mann mit viel Lebenserfahrung, hält das für keine gute Idee.
298	29c3ad3ee0cd8127	15fbb43237eb7e1d	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Red Herring	-	2	Die 16-jährigen sollten wählen dürfen, denn wir leben in einer Demokratie.
299	b18baecf9adb1ee6	99612762c618e24e	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	contra	No Fallacy	No Fallacy	16	Ihre Definition von Bildung ist viel zu eng. Bildung sollte den Menschen als Ganzes prägen, und dazu gehören auch Dinge, die über Wissen hinausgehen.
300	1c926f5e90589c67	cab933a629bddb46	Man sollte militärisch gegen den IS vorgehen.	pro	No Fallacy	-	2	Wenn man in der Lage ist Aufenthaltsort von IS-Kämpfer zu lokalisieren, kann man sie militärisch angreifen, ohne Zivilisten zu gefährden.
301	aadbe5d014cf2c4e	6ad8b91223c460de	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	Red Herring	-	1	Wir sollten außerdem reiche Leute stärker besteuern, um die Ungerechtigkeit der Vermögensverteilung zu bekämpfen.
302	be5bf69a08b50e8e	17ec11a26b1f5a14	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	Red Herring	-	2	Nur durch Büchner öffnen sich die Welt, der Buchdruck hat im Wesentlichen die wissenschaftliche Revolution befördert.
303	9e36f11c62c2b552	db11b888ef3b4a1a	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	Appeal to Emotion	-	2	Bevor noch etwas schlimmeres passiert, sollte man das tun. Wir müssen sonst alle Angst um unsere Frauen haben.
304	31a3d9848ddb41fb	37c64705dc0fb291	Man sollte militärisch gegen den IS vorgehen.	pro	Appeal to Emotion	-	1	Stell dir vor dein Kind wird von einem Selbstmordattentäter in den Tod gezogen.
305	599296abb90dfc2e	5b9c7951c55523c9	Die Türkei sollte in die EU aufgenommen werden.	pro	Ad Hominem	Ad Hominem	19	Wen Sie dagegen Sind das die Türkei in die EU aufgenommen wird, gehören Sie zur Rechten Ecke unseres Landes!
306	18c4e2f6b515f2ff	ab9fc93fa0ee149b	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	pro	Appeal to Emotion	-	2	Die Universitäten benötigen Forschungsgelder, sonst sind die Studenten im internationalen Vergleich bald im Rückstand.
307	a16c9c5cd29b5ac7	f26f699a328df918	In der Schule sollte es keine Noten geben.	pro	Irrelevant Authority	-	1	Das sagen meine Kinder auch immer und sie sind ja letztendlich diejenigen, die das betrifft.
308	ecf96653137263b5	5b9c7951c55523c9	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	No Fallacy	No Fallacy	16	Die definition von Bildung ist: die Eigenschaft eines Menschen, dass er durch umfangreiches Wissen und gute Erziehung geprägt ist. Wie Sie sehen, hat dies nichts mit Glaube und Ängsten von Menschen zu tun. Die Schule soltle ein Ort sein, an dem Bildung vermittelt wird, nicht Glaube.
309	fe0bc3281e4e599c	99612762c618e24e	Die Türkei sollte in die EU aufgenommen werden.	pro	Ad Hominem	-	0	Warum lehnen Sie das ab? Sie haben einfach grundsätzlich etwas gegen Türken!
310	dbe28eaf229e9470	ce49314dcc711a8e	Doping im Sport sollte legalisiert werden.	contra	Ad Hominem	Ad Hominem	10	Sie sind doch ein Zyniker, wenn Sie das behaupten.
311	66a3827a987dd3e4	9d130e8c9dad679c	Man sollte militärisch gegen den IS vorgehen.	contra	Red Herring	Red Herring	9	Die Frage ist doch viel mehr, ob gegen den IS vorgegangen werden muss, oder ob unser Weltsystem nicht ohnehin durch und durch verseucht ist. Schauen Sie sich alleine mal an was Pharmaindustrie, Lebensmittellobby und Tabakfabrikanten an Einfluss auf unsere Politik haben!
312	6386246b997a09d1	9508224846415f19	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	No Fallacy	-	2	Aber man kann doch das eine tun und das andere nicht lassen.
313	252b28d2fcac26e1	2878661e8c1a9089	Doping im Sport sollte legalisiert werden.	pro	Red Herring	Red Herring	3	Man sollte generell nicht immer mit dem Finger auf die Leute zeigen, die angeblich etwas total Böses gemacht haben. So wie bei Uli Hoeneß.
314	7ee3a32e5b7cd0d7	8e9461867ddf8dca	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	contra	Red Herring	-	1	Die moralische Verantwortung erwächst aus einem Gesellschaftvertrag, den wir nicht mit anderen Ländern teilen. Wir sollten stattdessen dafür sorgen, dass sich die Situation in anderen Ländern unserem Niveau annähert.
315	f7ccb26bd0739d62	5b9c7951c55523c9	Der Verfassungsschutz sollte abgeschafft werden.	contra	No Fallacy	No Fallacy	16	Mit sollten aussagen sollte man Vorsichtig sein, der Verfassungsschutz steht für die freiheitliche demokratische Grundordnung!
316	211c608680665e54	353ff32a3d673171	Gentechnik ist etwas Gutes.	contra	No Fallacy	-	2	Nein,isie kann einen negativen Einfluss auf die Biodiversität haben.
317	01350cb615723278	9508224846415f19	Man sollte militärisch gegen den IS vorgehen.	contra	Hasty Generalization	-	1	Beim Afghanistan-Krieg hat das ja super funktioniert.
318	a3da4b9bdf4c4944	f26f699a328df918	Die Türkei sollte in die EU aufgenommen werden.	pro	Appeal to Emotion	-	0	Wir müssen der türkischen Bevölkerung helfen, die nun unter der furchtbaren Herrschaft eines Diktators leiden muss. Zeugen wir der Türkei, was Nächstenliebe ist!
319	a285de886fb21cb6	9508224846415f19	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	Irrelevant Authority	-	2	Sascha Lobo sieht das ganz anders und warnt davor, die anderen Länder beim Thema Digitalisierung davonziehen zu lassen.
320	4c7ea942a4decdbc	3fbe317602bd932c	Man sollte militärisch gegen den IS vorgehen.	pro	No Fallacy	-	2	Manchmal ist Waffengewalt gegen Soldaten notwendig, um schlimmeres Leid der Zivilbevölkerung zu verhindern.
321	0af13df548e95ee5	9e13f6cdfc2488e6	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Irrelevant Authority	-	1	Unser Sohn ist 16 und kennt sich besser mit den aktuellen Wahlprogrammen aus als viele Wahlberechtigte!
