Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
599	de431b2062c676cf	7f4cf18cf1b2fd5c	Is Christianity a peaceful religion?	contra	Red Herring	-	2	Not really... like Islam. I mean, if you look into Quaran, every second verse is full of violence!
600	b3c8014e04e698c0	cc1eee636691c425	Is Microsoft the new Apple?	contra	Appeal to Emotion	-	2	Bill gates spent so much money, hi is the best. He has so much love to give. His foundation collects billions of dollars from billionaires and gives it to the poor. Apple does just want to get money. So shameful.
601	efe15eaa7958a7ce	58acb7acccce58ff	Should economical growth always be the ultimate goal of every country?	pro	No Fallacy	-	0	Steady growth can't be the ultimate goal!
602	03e85a7f5a7babb8	04c7e22e484c201e	Is the Deutsche Post-strike justified?	contra	Ad Hominem	-	0	I know a woman that works at Deutsche Post, she does not look so tired... Why are they on strike?
603	0375cf70c8fcfb00	5c858dff57ca2df5	Is Christianity a peaceful religion?	contra	Hasty Generalization	-	2	Jesus also beat up merchants who were selling goods in the temple. If the religion is built upon his teachings, then it also includes violance.
604	8e6c234c8e145028	5a95f2363e6767a8	Is the oppression of women by men a serious problem?	contra	Appeal to Emotion	Appeal to Emotion	9	Women are the mothers of our babies. Why would any man hurt his beloved one? That does not happen.
605	311383b51f183c30	609092249d4d1fee	Should countries adopt heavier penalties for drug use and drug trafficking?	contra	Appeal to Emotion	Appeal to Emotion	4	No - some of the people using drugs can't help themselves. Do you really want to lock them up? They need help, not punishment.
606	15ebc1d3d69159ee	94cb74b6db3721ac	Did Titanic really deserve 11 oscars at once?	pro	Hasty Generalization	-	1	It is a good movie and deserved it!
607	73c00b2fd1089356	cc1eee636691c425	Is the grading system used in high school effective?	contra	Appeal to Emotion	-	0	All these children who cry because they get bad marks. Stop this!
608	ace8e4f497922a56	5c858dff57ca2df5	Is it justified to develop nuclear energy for commercial use?	contra	Red Herring	-	2	Germany doesn't have access to other types of resources for power generation.
609	538c794a2397fc95	cc1eee636691c425	Do school uniforms make school a more effective place to learn?	pro	Ad Hominem	Ad Hominem	3	You are only against it, because you are poor.
610	028bd17090a1cc64	2532122486a591e8	Is Apple's Swift the new star?	pro	No Fallacy	-	2	I don't even know what we are talking about, very sorry
611	86fe9b0ee52f3b2c	5a95f2363e6767a8	Is Christianity a peaceful religion?	pro	Red Herring	-	2	Jeses loves us humans so much, he wants us to pray and get to heaven to the holy father.
612	645c45577922b0f5	cc1eee636691c425	Should driving under the influence of alcohol be forbidden?	contra	No Fallacy	No Fallacy	11	So far there is a limit of 0.5 per-mille. With this amount of alcohol you are able to drive safely. Therefore the answer is no.
613	91c33b6c3ab525e9	b074a654d0e7916c	Is it beneficial for the development of young children to study together with people with mental handicaps?	pro	Irrelevant Authority	-	1	to the contrary, children gain multiple benefits in their education by studying with those with a mental handicap. However, we you agreed that the term mental handicap could extend a learning disability. I will argue that because the term mental handicap does typically extend to those with a learning disability, the tips and tricks that the person with a learning disability has learned in navigating modern society will be of benefit to young children.
614	22fd8fa3553ab144	509ff77015ce8e2c	Do school uniforms make school a more effective place to learn?	contra	Irrelevant Authority	-	2	Just because another place is doing something isn't a good reason to start doing something.
615	168381f6e1b4c23d	4c14d98b44586015	Are Quentin Tarantinos movies too violent?	pro	No Fallacy	-	0	While depiction of violence in movies does reflect violent acts that appear in the real world, such depictions only introduce more negative examples of human behavior into discourse, and thus are all detrimental. Quentin Tarantino's movies are too violent not because of an excess of violence, but that they depict any violence.
616	2a6f05c784579e49	5a35fd7df70eb60d	Is nuclear power a reasonable energy source?	contra	No Fallacy	-	0	Nuclear power is too dangerous .
617	7e787fc12b709422	bd025e046d80cf76	Do we need a global environment task force?	pro	Irrelevant Authority	-	1	Well, environmentalists and scientists think there should be one. They are the most knowledgeable.
618	8eaed74a88908ed1	cc1eee636691c425	The greek exit from the EU is a necessary step.	pro	Appeal to Emotion	Appeal to Emotion	4	Greece should be kicked out of the Eurozone! These lazy people and social system doesn't deserve support from hard-working states like Germany.
619	12748653a11be8f2	cc1eee636691c425	Is the Deutsche Post-strike justified?	pro	No Fallacy	-	1	I support the strike in Deutsche Post. Everyone deserves fair working conditions.
620	813d8dca44290aa1	5c00f9bbf389c5fc	Should animals have special rights?	contra	No Fallacy	-	0	Enkel rkekr fns d dk
621	760b082f170a20a9	2532122486a591e8	Should smoking at home be illegal?	pro	No Fallacy	No Fallacy	7	We need to be maximally nanny as a state, this is the best way forward.
622	814f188185ff97cd	775816c1a4008a09	Is it justified to develop nuclear energy for commercial use?	pro	Red Herring	-	1	Nuclear power generation helps to lower carbon dioxide (and other greenhouse gases) released into the atmosphere in power generation
623	ce5108b3300d9cac	d5e1b82e883043b8	Is Apple's Swift the new star?	pro	Ad Hominem	-	2	yes, the language is intuitive and easy to learn.
624	96f0196cc7fc8fe5	509ff77015ce8e2c	Should musicians be payed for streaming music? (by Apple)	pro	Red Herring	-	2	They won't be able to produce any music if they don't ever get paid for it.
625	ccc5a4bbe5a2033b	108fa75ebc1161e5	Is it justified to develop nuclear energy for commercial use?	contra	No Fallacy	-	0	It is not justified
626	4b50395b91c017ca	f725bd6af5949b46	Will flying cars ever become a reality?	pro	Irrelevant Authority	Irrelevant Authority	5	Back To The Future showed that flying cars were going to be in the future, so of course they will be.
627	51ef57816d065a67	4991124a65f43eb5	Has television destroyed the communication among friends and family?	contra	No Fallacy	Appeal to Emotion	5	Television didn't destroy the communication among friends and families.
628	dea9002832227490	cc1eee636691c425	Did Titanic really deserve 11 oscars at once?	contra	No Fallacy	-	1	No, there are much better movies, which got less.
629	9e9128532101db24	e01c557ce0fdb585	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	No Fallacy	-	2	The, he definitely is - he was a great support for his team, had so many good catches, etc.
630	c06538ad08ca450a	3f4339e14df7d077	Is global warming really an issue?	pro	Ad Hominem	Ad Hominem	6	You have absolutely no idea, you probably never had a newspaper in your hand.
631	df496284ca2003ce	3f4339e14df7d077	Should we allow animal testing for medical purposes?	pro	Hasty Generalization	Hasty Generalization	6	If you forbid to use animals for medical purposes now, tomorrow you are not allowed to kill animals in order to eat them. Someday we are all forced to be vegans.
632	9bbef9c2f7ce4f35	b6b8c875941a7f05	Is it justified to develop nuclear energy for commercial use?	pro	Red Herring	No Fallacy	9	Nuclear energy should be used commercially, because everybody will benefit from a better economy.
633	46c2ae833e87acb4	b81e59ef2d72664d	Is it justified to develop nuclear energy for commercial use?	contra	No Fallacy	-	0	We should avoid nuclear energy completely.
634	a29fc3abda3d887f	daa7cf78137c04a2	Is it effective to censor parts of the media?	contra	No Fallacy	-	0	no, because arguing is manifestation of autonomy
635	aadd6c4209221550	cc1eee636691c425	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	Hasty Generalization	Hasty Generalization	7	Oliver Khan was the best goalkeeper at the time he was playing for Bayern Munich. Now Neuer plays for Bayern Munich, he has to be the best as well.
636	b048d6f78563cbe6	3f4339e14df7d077	Should high schools provide daycare services for students who have children?	contra	No Fallacy	No Fallacy	8	Children need daycare. But university is not the right place for daycare services. University is a place for education. There are enough existing public and private daycare-services. Put your children there.
637	ab16d33c72ccf75a	4a80840354d1491c	Should high schools provide daycare services for students who have children?	pro	No Fallacy	-	0	The main point of high schools is educating, thats true. Nevertheless university provides services, which you can get outside of university as well. Think about sport-fields or dining-halls. Why not daycare?
638	be3e069925549712	15b5f57e9e257b29	Is the grading system used in high school effective?	pro	No Fallacy	-	0	The grading system is not effective because it doesn't consider all types of learning styles of the students.
639	ef166009e81fac01	97cfac2ddca81af3	Is Turkey ready to join the European Union?	pro	No Fallacy	-	1	just do the best for those who need it give them a best
640	c8dca75f52f5b226	58acb7acccce58ff	Are humans to blame for certain animal extinctions?	pro	No Fallacy	-	0	Yes, they are.
641	09cf0fe6e26cb797	0b106eb17fb9d269	Should economical growth always be the ultimate goal of every country?	pro	Red Herring	-	2	Without money, you can not even have christmas, think about it
642	021f63c15ced62fd	3f4339e14df7d077	Heavy Metal is the best music ever!	contra	Appeal to Emotion	Appeal to Emotion	6	Heavy metal is so loud. It can destroy your hearing. I prefer classical music. Mozart was a genius. And you might get a genius as well, if you listen to it.
643	52606438b8003dac	7d1fb2f3edd718ef	Is Christianity a peaceful religion?	pro	Hasty Generalization	-	1	No, that only applies to Catholics.
644	097297e8b43192ea	f87a17baf6cbc3f0	Are humans to blame for certain animal extinctions?	pro	Ad Hominem	Ad Hominem	3	Extinction is not natural, you dont know what you are talking about!
645	91cc9d9845860288	94cb74b6db3721ac	Should we allow animal testing for medical purposes?	pro	Irrelevant Authority	Irrelevant Authority	5	I was told by my dad that this would work.
646	6ab83c111356edb3	0de70df98fd0aca5	Do social networking sites have a positive impact on society?	pro	No Fallacy	-	1	Social networking binds society closer together.
647	bb86a649e488ac5f	5d4ce685cec98ae6	Do school uniforms make school a more effective place to learn?	pro	Red Herring	-	1	yes uniforms make school very effective
648	3df0ffb16a5b3b1c	d87e1db64a396e0e	Is it effective to censor parts of the media?	pro	Ad Hominem	Ad Hominem	6	You are one of those liberals with long hair,  right?
649	df267a309bfee0e6	45cef8470b158757	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	No Fallacy	-	0	Neuer is  the best goalkeeper of the  Soccer WorldCup 2014.
650	a838807d54e70630	ea0a81f02e5ba1a2	Should economical growth always be the ultimate goal of every country?	contra	No Fallacy	-	0	depends how you define growth. if any economic activity is growth, than going to doctors is economic growth and country is better, but should sick people be the goal? i doubt.
651	3df1a3b33c7f4afd	67545b322d5380dc	Should the price for milk be increased?	contra	Red Herring	-	1	I like cows too, but it shouldn't mean we should pay more in milk.
652	2b00c944584f255d	30076a9eecac4abe	Is the legality of abortion desirable?	pro	No Fallacy	-	1	There are many cases, where abortion should be legal.E.g.  if a mother would die during the birth-process, the state should leave the decision to her, as it is her life.
653	6df2bea42b231edf	d8be90dc089116e0	Are Quentin Tarantinos movies too violent?	pro	Appeal to Emotion	-	1	He is a great director.
654	dd3d8295cfd87445	58acb7acccce58ff	Is the grading system used in high school effective?	pro	No Fallacy	No Fallacy	12	it gives students a feeling of their performance as compared to others in class.
655	b5dce02507366b43	5a95f2363e6767a8	Is the Deutsche Post-strike justified?	contra	Red Herring	Red Herring	8	I think strikes are only good if you play bowling.
656	0e7ac0f59a178822	5a95f2363e6767a8	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	Hasty Generalization	Hasty Generalization	6	I didnt watch the worldcup.  But he did a good job in the Bundesliga. Im sure he was the best.
657	e6de5635ea151d42	8451f9089b5797e2	Is it effective to censor parts of the media?	pro	Irrelevant Authority	-	2	Censorship is to be effective on people that are not monitored by adults.
658	4c8bd67e9e2fd939	e01c557ce0fdb585	Should the title of a univsersity-doctor be shown on the identification-card?	contra	Irrelevant Authority	-	2	Well, that's probably another kind of doctors.. But back to the point - I think it's nonsense.. And I'm pretty sure most people see it the same.
659	b5eda5e17ea709f6	cc1eee636691c425	Should the title of a univsersity-doctor be shown on the identification-card?	pro	No Fallacy	-	2	Yes, because science is a fundamental of our society. By showing the doctor on the id-card you award someones effort for it.
660	5a96f1631109f719	5a95f2363e6767a8	Should computers be allowed in class rooms?	pro	Red Herring	Red Herring	6	Computers are great in order to play in classroom. When i was young, we had only calculators.
661	7853c6f379553e87	eeed64535b5f7057	Should we allow animal testing for medical purposes?	contra	No Fallacy	-	1	Tests can be also conducted by numerical simulations.
662	7a6b454e03b5c50e	27e5c498581ef379	Will flying cars ever become a reality?	contra	Appeal to Emotion	-	2	Of course can you imagine all the accidents?
663	7178928ae55ab922	1ea4a124def6fbe5	Should computers be allowed in class rooms?	contra	No Fallacy	-	0	No, because computers distract students. Very often they use computers for reasons not related to the class, which ultimately diminishes the educational effect of the class.
664	2982c16d3f40be9f	29ec0e8906705e1d		pro	Appeal to Emotion	-	1	Just think of the poor nurse, or firefighter cming home after a long night/weekend shift. And now they go hungry, just because nobody worked at the grocery store.
665	658ec9f5ee7b3cb8	a4e787beb318beb2	Has television destroyed the communication among friends and family?	contra	Hasty Generalization	-	2	Smartphones were nice for the communication among friends and family, because everybody can reach everyone else anytime. Why should television be bad?
666	87a40665d14c6668	005cdeae59107a62	Heavy Metal is the best music ever!	contra	No Fallacy	-	0	Heavy Metal is just a genre.
667	3a9e0b7d55440c47	3606346815fd4d49	Should economical growth always be the ultimate goal of every country?	pro	Red Herring	Red Herring	4	Economic growth is always the most important thing we should focus on, especially when we're busy fighting wars on  behalf of other countries.
668	12ff6c73b3787ce4	7ba31a64fee9d641	Did media ignore crimes from refugees?	pro	Red Herring	-	2	We should build a wall to keep them out
669	b48c83b795b77a8f	58acb7acccce58ff	Will flying cars ever become a reality?	pro	No Fallacy	Hasty Generalization	3	Flying cars are the consequent step forward in mobility technology.
670	d0ac8c6a4d60dd9e	cc1eee636691c425	Should animals have special rights?	pro	No Fallacy	-	0	The animals are a part of nature like us and we, as the human, occupy their natural places. not to harm them any further, they should have special rights.
671	8d8faee36d19f3f7	d038663d70f77d9b	Is drug testing athletes justified?	pro	Appeal to Emotion	Appeal to Emotion	5	Yes because the poor athletes who play in a fair way.
672	944149a9f9d15a41	e11a3962d5de1cde	Is it reasonable to be in talks with Baschar al-Assad?	pro	Red Herring	-	1	Just think about all these people that are loosing their homes. War is immoral and destroys only economy and lives.
673	976864d3da16e248	8451f9089b5797e2	Should we all home school our kids?	pro	Irrelevant Authority	-	2	Parents that have the ability would be the majority of ones that home school.
674	05c515e93c30bfdf	5a95f2363e6767a8	Should smoking at home be illegal?	pro	Appeal to Emotion	Appeal to Emotion	7	If people smoke at home they hurt their family-members, the one they love, through passive-smoke. It was such a shame if this was not illegal.
675	3649e8cfe43562da	a3ff1b232b8adc5c	Is the legality of abortion desirable?	pro	Appeal to Emotion	-	2	Abortion means freedom for women.
676	4caddfa0cd839eb4	cc1eee636691c425	Should high schools provide daycare services for students who have children?	pro	No Fallacy	-	1	Yes, there is obviously a need for it. Ive read that about 5 percent of all students have children. Students usually have to attend lectures and wont be home until 4pm.
A daycare-service would take some pressure of them.
677	16c8554bd18bb94c	d038663d70f77d9b	Should musicians be payed for streaming music? (by Apple)	contra	Irrelevant Authority	Irrelevant Authority	7	No, my father always says that the musicians earn enough money making their concerts.
678	9a5b7ad0636561d5	12e0b91a8ac131ea	Is it justified to develop nuclear energy for commercial use?	contra	Ad Hominem	-	1	Its not good to use nuclear energy because it hurts the earth but you are to stupid to know that.,
679	390ade86a7869b18	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	contra	No Fallacy	-	0	Co-ed schools are better for life.
680	07e199b2dfb9e5e4	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	pro	No Fallacy	-	0	I think it is generally accepted amongst educators that single-sex schools at high school level is better for learning outcomes than co-ed schools.
681	965c8e5401683607	5a95f2363e6767a8	Is it effective to censor parts of the media?	pro	Appeal to Emotion	Appeal to Emotion	6	Yes, and that is why we do also have to censor the web. Think about all the brutality, which poisons our minds, all this porn that poisons the thoughts and relationships of our children.
682	a6384e1a8a463a2f	0ec473be6979b78f	Does school detention do any good in high school?	pro	Appeal to Emotion	-	1	I had detention when I was in high school, and the teacher really helped me turn my life around. Without his guidance in my detention time, I wouldn't have known anyone in the world cared about what happened to me. He saved my life, and I owe him everything. Don't you want other students to have that opportunity to learn and grow after making mistakes?
683	66f455833e999005	72b96b9113de0401	Should Christians accept same sex marriage?	contra	No Fallacy	No Fallacy	11	Christians should follow the rules of their religion.
684	8d5d1afde16917bd	d87e1db64a396e0e	Has anyone been on the moon?	contra	Ad Hominem	Ad Hominem	6	I believe that you have no idea, thats why you didnt write a constructive argument.
685	44fca4978f1e3401	3f4339e14df7d077	Should gorillas be held in zoos	pro	Red Herring	-	1	Zoos are very important for little children,  because they learn to recognize animals, which they have never seen so far.
686	88c2eaf3fdd2eff5	a3ff1b232b8adc5c	Should gorillas be held in zoos	contra	Red Herring	-	0	No, I don't like gorillas.
687	18ef2f966b11e3d8	687bc594b0004f41	Should computers be allowed in class rooms?	pro	Red Herring	-	1	That's a real stupid argument!
688	4e1eb3b032034afc	12e0b91a8ac131ea	Is Christianity a peaceful religion?	contra	Hasty Generalization	-	1	What about all the killings the pope or the catholic church ordered through out history?
689	a66258c3af19e92f	5d4ce685cec98ae6	Should high schools provide daycare services for students who have children?	pro	Irrelevant Authority	-	1	No need to provide day care service for students who  have children
690	8453e1d12d45d396	cc1eee636691c425	Is the grading system used in high school effective?	contra	No Fallacy	No Fallacy	7	No, the scandinavian schools use another system and their students are the worlds best. We are just average. It is not that effective.
691	00960b417c981c6b	421290114f281425	Is Microsoft the new Apple?	contra	No Fallacy	-	2	Well you should have provided some reasons and picked the right side. Anyway, Microsoft is simply missing that feeling for a perfect design and user experience, that Apple has.
692	ddec2355ebf24db3	72b96b9113de0401	Should we all home school our kids?	contra	No Fallacy	No Fallacy	4	Homeschooling leads to socially maladapted children.
693	cfbc9d25bef5b4aa	d038663d70f77d9b	Is drug testing athletes justified?	pro	Appeal to Emotion	Appeal to Emotion	7	For little children it is already enough if one cheats. they might get drug addicts as well. You have the choice, save children or drug addicts.
694	1513dda4b41a37eb	3f4339e14df7d077	Do celebrities get away with more crime than non-celebrities?	contra	Hasty Generalization	Hasty Generalization	5	I do just think, that germany is fair. You got a health-insurance for everyone, even for celebs. Thats why legal system has to be fair, too.
695	52787c6aa4e4eb67	d87e1db64a396e0e	Is drug testing athletes justified?	contra	No Fallacy	No Fallacy	5	I want to protect freedom, thats why im against it.
696	bb5a5f6386348885	67545b322d5380dc	Do celebrities get away with more crime than non-celebreties?	contra	Red Herring	-	2	Celebrities seem to be in the same amount of trouble are non-celebrities because I have seen some of their mug shots. They go to jail for drunk driving and the like.
697	99bf1713d58d2250	4522dd429dde8ad8	Should marijuana be legalized for individual use due to health condition?	pro	Appeal to Emotion	-	0	Sick people suffer so much from pain and other symptoms that they deserve to forget through the use of marijuana.
698	44734cceb7d8d6d6	556257441a8ab636	Should marijuana be legalized for individual use due to health condition?	contra	No Fallacy	-	1	No, see what alcohol did to our society. 100000s of alcoholics lost for the job market. Want the same for wheed?
699	7f23c2da143be9b4	615715c8829db802	Is drug testing athletes justified?	contra	Appeal to Emotion	No Fallacy	9	No! We should not doubt the nations' best athletes by putting them under general suspicion.
700	321ee9c664fba26e	d6189aaf089261cd	Should the fight versus the Islamic State include military operations?	pro	No Fallacy	-	0	A group that refuses any diplomatic way on problem-solving and uses weapons straight away cannot be defeated without being at level with them, even though the number of those operations should be kept as small as possible.
701	cfe1ab9026bdaa18	737a86a071cc43e3	Will flying cars ever become a reality?	pro	Appeal to Emotion	-	1	Of course they will! Flying cars are awesome!
702	83c5e2cebb4a119e	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	pro	No Fallacy	-	1	I would of much preferred gone to a co-ed.
703	13d4bfd478d61920	e11a3962d5de1cde	Did media ignore crimes from refugees?	contra	Appeal to Emotion	-	1	Those poor people have suffered a lot on their escape. Now we even have to accuse them for things they didn't do.
704	404d35fa27fd8c1b	633d8956858afce1	Should musicians be payed for streaming music? (by Apple)	pro	Appeal to Emotion	Appeal to Emotion	7	Apple gets so much money from their music and they probably have to beg for money on the street to get something to eat. PAY THEM!!
705	069baaa8db66e793	8d9d122348e553ae	Should the fight versus the Islamic State include military operations?	pro	Red Herring	No Fallacy	3	It should because they don't appeal to reason. If we stop using military for then they would just overrun us.
706	8b92613b818331d0	cc1eee636691c425	The greek exit from the EU is a necessary step.	pro	No Fallacy	-	1	Greece should leave the Eurozone because Europe needs to keep a responsible fiscal politics.
707	f42f3ec864c24b6a	45cef8470b158757	Is nuclear power a reasonable energy source?	pro	No Fallacy	-	0	Nuclear power is effective and reasonable energy source.
708	7010f7f5405a03f1	6be962827ff231f5	Is the oppression of women by men a serious problem?	contra	Irrelevant Authority	-	2	Feminists these days are making a bigger deal out of this issue than it is. Just the other day, my math teacher was talking about how women don't want equality, they want more power than men, which would only perpetuate the equality issue.
709	3051b2e4036b26ba	58acb7acccce58ff	Is nuclear power a reasonable energy source?	contra	No Fallacy	-	0	Nuclear energy threatens the health of every citizen.
710	4a57a821746c199e	b074a654d0e7916c	Did media ignore crimes from refugees?	contra	Red Herring	-	2	I will argue that the media does not ignore crimes from refugees. Consider the Boston Marathon bombing, of the first questions that was asked is if this was a terrorist attack, and if the boys ties to Russia had anything to do with their decision to bomb the marathon.
711	6f7fadf8550b90dc	d87e1db64a396e0e	Is Apple's Swift the new star?	pro	Red Herring	Red Herring	5	Apple produces the best smartphones worldwide.
712	3d60deab85e254ee	cc1eee636691c425	Should Christians accept same sex marriage?	pro	Ad Hominem	Ad Hominem	7	If you are christian and against same sex-marriage you have hitlers mindset.
713	70451d1115deb2e1	f87a17baf6cbc3f0	Does school detention do any good in high school?	contra	Red Herring	No Fallacy	3	School detentions are a waste of time.  Great teachers do their job and kids will listen.
714	c569f7d0a4394d62	e01c557ce0fdb585	Do we need a global environment task force?	contra	Hasty Generalization	-	2	If I look at all these global organizations (OSN, NATO, EU commission), it just seems a global force is made for profit of only these guys sitting there. They do only care about themselves. Will then this new global force be different? I doubt so, this is the same sort of people.
715	3e497533244b56db	bd025e046d80cf76	Is plastic surgery an important field of medicine?	pro	Hasty Generalization	-	1	If God didn't want people to be able to change the way they look, he wouldn't have made it possible to do so.
716	34b2b96a19be7c55	4522dd429dde8ad8	Do we need a global environment task force?	pro	No Fallacy	-	0	Yes, humans are not only mainly responsible for all current environmental problems , but we are also directly affected. We face problems like natural catastrophies, destruction of farm land, destruction of inhabitable areas and loss of resources.
717	a53e943009dc1913	e11a3962d5de1cde	Are single sex schools more effective than co-ed schools?	contra	Ad Hominem	-	1	Of course they are not! You probably went to one, that's why ask those questions.
718	33360efdc344ef4b	cc1eee636691c425	Are single sex schools more effective than co-ed schools?	pro	Hasty Generalization	-	1	Every person has one sexual organ. Therefore single sex.
719	1321d1ed98baf729	cc1eee636691c425	Should musicians be payed for streaming music? (by Apple)	pro	Red Herring	Appeal to Emotion	8	Apple must pay the musicians! It's a rich company that based its business on exploiting people if factories in China, so shameful!
720	7514867954ba6103	b5d9b8b993b4de17	Is nuclear power a reasonable energy source?	pro	Appeal to Emotion	-	1	We have rebuilt in the past. Just look at how areas of Japan have recovered from their Nuclear disasters. Nuclear power could save the lives of millions. You don't want the people who depend on it to lose their jobs or even die do you?
721	d8d03f467bd7d371	5a95f2363e6767a8	Heavy Metal is the best music ever!	pro	No Fallacy	No Fallacy	7	I have listened to a lot of music and heavy metal has been the most complex and interesting one so far.  Id say: LETS ROCK,  heavy metal is the best.
722	f9b76c9385cc3d75	7d1fb2f3edd718ef	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	contra	Hasty Generalization	-	1	No he is not because all goalkeepers are cheaters.
723	736d59ecbad74f52	cc600ff2cea4be17	Has anyone been on the moon?	pro	Ad Hominem	-	1	We have had people on the moon, no matter what conspiracy nuts living in their mother's basements say.
724	89937b689b093837	cc1eee636691c425	Should Germany deport criminal refugees?	contra	No Fallacy	No Fallacy	7	Sorry,  but your argument is a racist one.  Germany has already acted like this in the past.  We may not act like this again, if we want to get a better reputation in the world.
725	30b650d0aa8fed58	e91c6e687a5bdf6d	Should Germany deport criminal refugees?	contra	Appeal to Emotion	Appeal to Emotion	3	If we allow criminal refugees in germany, something horrible may happen like the Paris shootings. Why would anybody take that risk again?
726	2d1cd9f9c01427c4	f725bd6af5949b46	Should computers be allowed in class rooms?	pro	Appeal to Emotion	-	2	Of course they should! Technology is so important today. Do you want your child falling behind the rest of the world?
727	665fe9fd38474830	cc1eee636691c425	Should animals have special rights?	pro	Irrelevant Authority	-	2	I have arguments. Look what i found on the homepage of PETA(http://www.peta.org/about-peta/faq/what-rights-should-animals-have/):
'Animals have the right to equal consideration of their interests. For instance, a dog most certainly has an interest in not having pain inflicted on him or her unnecessarily.
However, animals don’t always have the same rights as humans, because their interests are not always the same as ours. For instance, a dog doesn’t have an interest in voting and therefore doesn’t have the right to vote.' Quote end... What do you say now?
728	3dbbcf7dd3b8ce2e	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	contra	No Fallacy	-	0	Animal testing is something totally unethical and should be banned.
729	79ee12fb3333b8cd	1429f019b7093dab	Should economical growth always be the ultimate goal of every country?	contra	Appeal to Emotion	-	0	with no environmental protection, we have no future
730	2acca67ee9ab77ae	9e373652b43ae58a	Is the oppression of women by men a serious problem?	contra	Red Herring	-	1	yes we should thati's ridiculous
731	6cb9e8cdb8eb88c0	c532d3a697ac32d3	Should computers be allowed in class rooms?	pro	No Fallacy	-	2	Sure, if they are part of the education...
732	e2d93602556b4b01	ea09ae9cc6768c50	Should non-European immigrans in Europe be accepted?	contra	Red Herring	-	1	You might be correct. The best era for European economy was 60s and 70s when there were practically no immigrants.
733	9871a2649510869c	eeed64535b5f7057	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	We should use animals as it is necessary to test.
734	579a43e4c9aad23e	3ecc3ceab6a9111a	Should Germany deport criminal refugees?	pro	No Fallacy	-	0	It will reduce crime
735	db2d490a55caab67	7d1fb2f3edd718ef	Should the fight versus the Islamic State include military operations?	pro	No Fallacy	-	1	You are correct. Many people have died, and that is horrible. But we must fight to prevent even more people from dying if ISIS is able to continue.
736	22ca557ca7d628b6	fe5ebd2e0fc4842c	Is drug testing athletes justified?	pro	No Fallacy	-	0	You should test athletes.
737	55a31b958ed7e93e	5b8c54821db79c51	Is there a good reason for the American war on terror?	pro	Irrelevant Authority	-	1	America helps weak countries to protect themselves against inner terrorism. Otherwise they won't be able to do it.
738	2c7bd2a9cfaee53c	3f4339e14df7d077	Is veganism the best for our bodies?	contra	Hasty Generalization	Hasty Generalization	9	A friend of mine lives vegan. He got ill. Veganism is bad for everybody.
739	7bdf49dc48708623	cc1eee636691c425	Should economical growth always be the ultimate goal of every country?	contra	Appeal to Emotion	Appeal to Emotion	4	Better care about your family, love her!  Think about it, economical growth or a happy christmas with them?
740	51e79711f1c67e64	cc1eee636691c425	Is it effective to censor parts of the media?	pro	No Fallacy	-	1	As history has shown, it is effective in terms of destruction of human rights.
741	2f937a22fedb54b2	a8b6933302099f54	Did Titanic really deserve 11 oscars at once?	contra	Hasty Generalization	Hasty Generalization	6	Inception did not get 11 Oscars. So Titanic shouldnt get 11 oscars as well. Both movies had Leonardo di Caprio as main-actor.
742	fdf0e88e305b4343	9e373652b43ae58a	Is democracy the best system available?	contra	Hasty Generalization	-	2	easily best way to grow
743	eebb166202299b9d	3f4339e14df7d077	Did media ignore crimes from refugees?	pro	No Fallacy	No Fallacy	9	Yes, before the insults from cologne, no newspaper reported crimes from refugees. I dont think that before this date no crimes from refugees were committed.
744	347ae2d203d8b807	3f4339e14df7d077	Do social networking sites have a positive impact on society?	pro	No Fallacy	No Fallacy	5	Yes they have a positive impact, because you are much more connected to others, as you were earlier. More communication means better understanding of others. And better understanding leads to a more peaceful society.
745	84b06f909327f36f	eeed64535b5f7057	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	We need animal testing, even tough it is horrible for the animals.
746	6340a01e9a4e1d72	be09fa2521a51c1e	Is it effective to censor parts of the media?	contra	No Fallacy	No Fallacy	13	Censorship is not effective.
747	d4a86842c274ceb8	ff16d5d8026ce483	Is the legality of assisted suicide desirable?	contra	Ad Hominem	-	2	no why death be allowed like this?
748	1ff1731e59a0ef28	cc1eee636691c425	Is the grading system used in high school effective?	pro	No Fallacy	Ad Hominem	8	I am glad, that you are able to dance your name, but please dont try to make every other child a softy as well.
749	c3b096a09fd2f7b7	cc1eee636691c425	Is democracy the best system available?	pro	No Fallacy	-	1	If you look at the history, you will see, that humanity has already tried a lot of different political systems. Democracy has always been the one, where people were the happiest.Therefore i say, yes
